,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County
0,Living Wage,$16.37 ,$32.37 ,$41.07 ,$54.06 ,$25.46 ,$30.58 ,$36.51 ,$39.04 ,$12.73 ,$17.91 ,$23.59 ,$27.40 ,New York,Fulton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Fulton
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Fulton
0,Living Wage,$16.18 ,$32.24 ,$40.94 ,$54.73 ,$25.47 ,$30.45 ,$36.38 ,$39.72 ,$12.74 ,$17.84 ,$23.53 ,$27.74 ,New York,Genesee
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Genesee
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Genesee
0,Living Wage,$17.21 ,$33.88 ,$42.58 ,$56.47 ,$26.55 ,$32.09 ,$38.02 ,$41.45 ,$13.28 ,$18.66 ,$24.35 ,$28.61 ,New York,Greene
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Greene
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Greene
0,Living Wage,$17.11 ,$32.90 ,$41.61 ,$54.72 ,$25.51 ,$31.11 ,$37.04 ,$39.71 ,$12.75 ,$18.17 ,$23.86 ,$27.74 ,New York,Hamilton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Hamilton
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Hamilton
0,Living Wage,$16.27 ,$31.92 ,$40.62 ,$53.49 ,$24.92 ,$30.13 ,$36.06 ,$38.31 ,$12.46 ,$17.68 ,$23.37 ,$27.12 ,New York,Herkimer
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Herkimer
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Herkimer
0,Living Wage,$17.08 ,$33.88 ,$42.58 ,$56.62 ,$26.24 ,$32.09 ,$38.02 ,$41.60 ,$13.12 ,$18.66 ,$24.35 ,$28.68 ,New York,Jefferson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Jefferson
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Jefferson
0,Living Wage,$25.42 ,$43.18 ,$53.00 ,$69.90 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$23.32 ,$29.56 ,$35.32 ,New York,Kings
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Kings
2,Minimum Wage,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,New York,Kings
0,Living Wage,$16.72 ,$32.17 ,$40.87 ,$54.32 ,$25.26 ,$30.38 ,$36.31 ,$39.31 ,$12.63 ,$17.81 ,$23.49 ,$27.54 ,New York,Lewis
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Lewis
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Lewis
0,Living Wage,$17.14 ,$33.56 ,$42.26 ,$55.54 ,$26.32 ,$31.77 ,$37.70 ,$40.52 ,$13.16 ,$18.50 ,$24.19 ,$28.14 ,New York,Livingston
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Livingston
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Livingston
0,Living Wage,$16.75 ,$32.74 ,$41.44 ,$54.54 ,$25.73 ,$30.95 ,$36.88 ,$39.53 ,$12.87 ,$18.09 ,$23.78 ,$27.65 ,New York,Madison
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Madison
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Madison
0,Living Wage,$17.14 ,$34.57 ,$44.30 ,$58.59 ,$26.32 ,$31.77 ,$37.70 ,$40.52 ,$13.16 ,$19.01 ,$25.21 ,$29.67 ,New York,Monroe
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Monroe
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Monroe
0,Living Wage,$17.20 ,$32.30 ,$41.00 ,$53.97 ,$25.59 ,$30.51 ,$36.44 ,$38.96 ,$12.80 ,$17.87 ,$23.56 ,$27.36 ,New York,Montgomery
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Montgomery
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Montgomery
0,Living Wage,$22.16 ,$46.43 ,$59.64 ,$80.13 ,$32.98 ,$39.97 ,$45.92 ,$51.13 ,$16.49 ,$24.94 ,$32.88 ,$40.44 ,New York,Nassau
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Nassau
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Nassau
0,Living Wage,$25.42 ,$43.18 ,$53.00 ,$69.90 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$23.32 ,$29.56 ,$35.32 ,New York,New York
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,New York
2,Minimum Wage,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,New York,New York
0,Living Wage,$17.49 ,$32.89 ,$41.59 ,$54.70 ,$26.07 ,$31.10 ,$37.03 ,$39.69 ,$13.03 ,$18.17 ,$23.85 ,$27.73 ,New York,Niagara
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Niagara
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Niagara
0,Living Wage,$16.27 ,$31.92 ,$40.62 ,$53.49 ,$24.92 ,$30.13 ,$36.06 ,$38.31 ,$12.46 ,$17.68 ,$23.37 ,$27.12 ,New York,Oneida
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Oneida
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Oneida
0,Living Wage,$16.75 ,$33.75 ,$43.48 ,$57.59 ,$25.73 ,$30.95 ,$36.88 ,$39.53 ,$12.87 ,$18.60 ,$24.79 ,$29.17 ,New York,Onondaga
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Onondaga
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Onondaga
0,Living Wage,$17.14 ,$34.57 ,$44.30 ,$58.59 ,$26.32 ,$31.77 ,$37.70 ,$40.52 ,$13.16 ,$19.01 ,$25.21 ,$29.67 ,New York,Ontario
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Ontario
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Ontario
0,Living Wage,$20.18 ,$39.27 ,$49.77 ,$66.22 ,$29.09 ,$35.36 ,$41.48 ,$45.35 ,$14.55 ,$21.36 ,$27.94 ,$33.48 ,New York,Orange
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Orange
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Orange
0,Living Wage,$17.14 ,$33.56 ,$42.26 ,$55.54 ,$26.32 ,$31.77 ,$37.70 ,$40.52 ,$13.16 ,$18.50 ,$24.19 ,$28.14 ,New York,Orleans
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Orleans
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Orleans
0,Living Wage,$16.75 ,$32.74 ,$41.44 ,$54.54 ,$25.73 ,$30.95 ,$36.88 ,$39.53 ,$12.87 ,$18.09 ,$23.78 ,$27.65 ,New York,Oswego
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Oswego
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Oswego
0,Living Wage,$17.40 ,$32.86 ,$41.56 ,$55.00 ,$25.79 ,$31.07 ,$36.99 ,$39.98 ,$12.90 ,$18.15 ,$23.84 ,$27.87 ,New York,Otsego
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Otsego
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Otsego
0,Living Wage,$25.42 ,$46.57 ,$59.78 ,$80.07 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$25.01 ,$32.95 ,$40.41 ,New York,Putnam
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Putnam
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Putnam
0,Living Wage,$25.42 ,$43.18 ,$53.00 ,$69.90 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$23.32 ,$29.56 ,$35.32 ,New York,Queens
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Queens
2,Minimum Wage,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,New York,Queens
0,Living Wage,$18.00 ,$35.44 ,$45.17 ,$59.67 ,$27.16 ,$32.63 ,$38.56 ,$41.60 ,$13.58 ,$19.53 ,$25.64 ,$30.21 ,New York,Rensselaer
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Rensselaer
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Rensselaer
0,Living Wage,$25.42 ,$43.18 ,$53.00 ,$69.90 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$23.32 ,$29.56 ,$35.32 ,New York,Richmond
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Richmond
2,Minimum Wage,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,New York,Richmond
0,Living Wage,$25.42 ,$46.57 ,$59.78 ,$80.07 ,$34.09 ,$40.11 ,$46.06 ,$51.07 ,$17.04 ,$25.01 ,$32.95 ,$40.41 ,New York,Rockland
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Rockland
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Rockland
0,Living Wage,$18.00 ,$36.36 ,$47.03 ,$62.47 ,$27.16 ,$32.63 ,$38.56 ,$41.60 ,$13.58 ,$19.99 ,$26.57 ,$31.61 ,New York,Saratoga
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Saratoga
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Saratoga
0,Living Wage,$18.00 ,$35.44 ,$45.17 ,$59.67 ,$27.16 ,$32.63 ,$38.56 ,$41.60 ,$13.58 ,$19.53 ,$25.64 ,$30.21 ,New York,Schenectady
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Schenectady
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Schenectady
0,Living Wage,$18.00 ,$34.42 ,$43.13 ,$56.62 ,$27.16 ,$32.63 ,$38.56 ,$41.60 ,$13.58 ,$18.93 ,$24.62 ,$28.68 ,New York,Schoharie
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Schoharie
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Schoharie
0,Living Wage,$16.43 ,$31.79 ,$40.49 ,$54.23 ,$24.97 ,$30.00 ,$35.93 ,$39.22 ,$12.48 ,$17.62 ,$23.30 ,$27.49 ,New York,Schuyler
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Schuyler
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Schuyler
0,Living Wage,$17.13 ,$32.46 ,$41.16 ,$54.49 ,$25.51 ,$30.67 ,$36.60 ,$39.48 ,$12.76 ,$17.95 ,$23.64 ,$27.62 ,New York,Seneca
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Seneca
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Seneca
0,Living Wage,$16.53 ,$32.40 ,$41.10 ,$54.09 ,$25.45 ,$30.61 ,$36.53 ,$39.07 ,$12.73 ,$17.92 ,$23.60 ,$27.42 ,New York,St. Lawrence
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,St. Lawrence
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,St. Lawrence
0,Living Wage,$16.66 ,$31.74 ,$40.44 ,$53.92 ,$25.17 ,$29.95 ,$35.88 ,$38.73 ,$12.59 ,$17.59 ,$23.28 ,$27.33 ,New York,Steuben
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Steuben
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Steuben
0,Living Wage,$22.16 ,$46.43 ,$59.64 ,$80.13 ,$32.98 ,$39.97 ,$45.92 ,$51.13 ,$16.49 ,$24.94 ,$32.88 ,$40.44 ,New York,Suffolk
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Suffolk
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Suffolk
0,Living Wage,$17.00 ,$33.76 ,$42.47 ,$55.79 ,$26.46 ,$31.97 ,$37.90 ,$40.78 ,$13.23 ,$18.60 ,$24.29 ,$28.27 ,New York,Sullivan
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Sullivan
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Sullivan
0,Living Wage,$16.62 ,$32.31 ,$41.01 ,$54.49 ,$25.15 ,$30.52 ,$36.45 ,$39.47 ,$12.57 ,$17.88 ,$23.56 ,$27.62 ,New York,Tioga
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Tioga
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Tioga
0,Living Wage,$19.33 ,$36.62 ,$46.36 ,$61.47 ,$28.22 ,$33.82 ,$39.93 ,$43.40 ,$14.11 ,$20.12 ,$26.23 ,$31.11 ,New York,Tompkins
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Tompkins
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Tompkins
0,Living Wage,$18.40 ,$37.76 ,$48.43 ,$64.78 ,$28.00 ,$34.03 ,$40.14 ,$43.92 ,$14.00 ,$20.69 ,$27.27 ,$32.77 ,New York,Ulster
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Ulster
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Ulster
0,Living Wage,$16.97 ,$34.56 ,$44.29 ,$59.06 ,$26.24 ,$31.76 ,$37.69 ,$40.99 ,$13.12 ,$19.00 ,$25.20 ,$29.90 ,New York,Warren
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Warren
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Warren
0,Living Wage,$16.97 ,$33.55 ,$42.26 ,$56.01 ,$26.24 ,$31.76 ,$37.69 ,$40.99 ,$13.12 ,$18.50 ,$24.18 ,$28.38 ,New York,Washington
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Washington
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Washington
0,Living Wage,$17.14 ,$33.56 ,$42.26 ,$55.54 ,$26.32 ,$31.77 ,$37.70 ,$40.52 ,$13.16 ,$18.50 ,$24.19 ,$28.14 ,New York,Wayne
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Wayne
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Wayne
0,Living Wage,$22.50 ,$45.71 ,$58.92 ,$79.18 ,$32.67 ,$39.25 ,$45.20 ,$50.18 ,$16.33 ,$24.58 ,$32.52 ,$39.96 ,New York,Westchester
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Westchester
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Westchester
0,Living Wage,$15.76 ,$31.62 ,$40.31 ,$53.69 ,$24.52 ,$29.83 ,$35.75 ,$38.50 ,$12.26 ,$17.53 ,$23.21 ,$27.22 ,New York,Wyoming
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Wyoming
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Wyoming
0,Living Wage,$16.11 ,$32.07 ,$40.77 ,$54.36 ,$25.25 ,$30.28 ,$36.21 ,$39.35 ,$12.62 ,$17.76 ,$23.44 ,$27.56 ,New York,Yates
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,New York,Yates
2,Minimum Wage,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,$13.20 ,New York,Yates
