,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County,2022 Population Est
3881,Minimum Wage,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,Michigan,Washtenaw,366376
3882,Living Wage,$16.59 ,$37.30 ,$50.30 ,$68.01 ,$25.77 ,$31.04 ,$36.69 ,$39.74 ,$12.89 ,$20.37 ,$28.04 ,$34.41 ,Michigan,Wayne,1757043
3883,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Michigan,Wayne,1757043
3884,Minimum Wage,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,Michigan,Wayne,1757043
3885,Living Wage,$15.30 ,$31.00 ,$39.83 ,$52.59 ,$23.96 ,$28.91 ,$34.56 ,$36.83 ,$11.98 ,$17.22 ,$22.80 ,$26.70 ,Michigan,Wexford,34196
3886,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Michigan,Wexford,34196
3887,Minimum Wage,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,$9.87 ,Michigan,Wexford,34196
3888,Living Wage,$15.80 ,$31.51 ,$39.92 ,$53.56 ,$25.06 ,$30.05 ,$35.88 ,$38.68 ,$12.53 ,$17.53 ,$23.25 ,$27.21 ,Minnesota,Aitkin,16126
3889,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Aitkin,16126
3890,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Aitkin,16126
3891,Living Wage,$18.74 ,$37.00 ,$46.99 ,$63.31 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$20.27 ,$26.52 ,$32.08 ,Minnesota,Anoka,368864
3892,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Anoka,368864
3893,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Anoka,368864
3894,Living Wage,$15.48 ,$30.83 ,$38.55 ,$51.50 ,$25.30 ,$30.05 ,$35.88 ,$38.69 ,$12.65 ,$17.19 ,$22.56 ,$26.17 ,Minnesota,Becker,35371
3895,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Becker,35371
3896,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Becker,35371
3897,Living Wage,$15.80 ,$31.32 ,$39.04 ,$51.89 ,$25.43 ,$30.54 ,$36.37 ,$39.08 ,$12.71 ,$17.43 ,$22.81 ,$26.37 ,Minnesota,Beltrami,46799
3898,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Beltrami,46799
3899,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Beltrami,46799
3900,Living Wage,$16.66 ,$31.51 ,$39.24 ,$52.89 ,$25.96 ,$30.74 ,$36.57 ,$40.06 ,$12.98 ,$17.53 ,$22.91 ,$26.87 ,Minnesota,Benton,41463
3901,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Benton,41463
3902,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Benton,41463
3903,Living Wage,$15.48 ,$30.83 ,$38.55 ,$52.01 ,$25.06 ,$30.05 ,$35.88 ,$39.20 ,$12.53 ,$17.19 ,$22.56 ,$26.43 ,Minnesota,Big Stone,5144
3904,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Big Stone,5144
3905,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Big Stone,5144
3906,Living Wage,$16.76 ,$32.62 ,$40.34 ,$54.36 ,$26.44 ,$31.84 ,$37.67 ,$41.52 ,$13.22 ,$18.08 ,$23.47 ,$27.61 ,Minnesota,Blue Earth,69631
3907,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Blue Earth,69631
3908,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Blue Earth,69631
3909,Living Wage,$15.48 ,$30.83 ,$38.55 ,$51.02 ,$25.29 ,$30.05 ,$35.88 ,$38.22 ,$12.64 ,$17.19 ,$22.56 ,$25.93 ,Minnesota,Brown,25723
3910,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Brown,25723
3911,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Brown,25723
3912,Living Wage,$16.82 ,$32.69 ,$41.10 ,$54.81 ,$25.96 ,$31.23 ,$37.06 ,$39.91 ,$12.98 ,$18.12 ,$23.85 ,$27.83 ,Minnesota,Carlton,36708
3913,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Carlton,36708
3914,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Carlton,36708
3915,Living Wage,$18.74 ,$37.00 ,$46.99 ,$63.31 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$20.27 ,$26.52 ,$32.08 ,Minnesota,Carver,110034
3916,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Carver,110034
3917,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Carver,110034
3918,Living Wage,$15.51 ,$30.86 ,$38.58 ,$50.98 ,$25.08 ,$30.08 ,$35.91 ,$38.18 ,$12.54 ,$17.20 ,$22.58 ,$25.91 ,Minnesota,Cass,31274
3919,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Cass,31274
3920,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Cass,31274
3921,Living Wage,$15.62 ,$30.32 ,$37.53 ,$50.32 ,$25.18 ,$30.05 ,$35.88 ,$39.06 ,$12.59 ,$16.93 ,$22.04 ,$25.58 ,Minnesota,Chippewa,12284
3922,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Chippewa,12284
3923,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Chippewa,12284
3924,Living Wage,$18.74 ,$36.03 ,$45.03 ,$60.37 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$19.79 ,$25.54 ,$30.61 ,Minnesota,Chisago,57988
3925,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Chisago,57988
3926,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Chisago,57988
3927,Living Wage,$16.34 ,$32.60 ,$41.01 ,$55.67 ,$26.28 ,$31.15 ,$36.98 ,$40.76 ,$13.14 ,$18.07 ,$23.81 ,$28.26 ,Minnesota,Clay,65929
3928,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Clay,65929
3929,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Clay,65929
3930,Living Wage,$16.03 ,$30.83 ,$38.55 ,$52.01 ,$25.06 ,$30.05 ,$35.88 ,$39.20 ,$12.53 ,$17.19 ,$22.56 ,$26.43 ,Minnesota,Clearwater,8649
3931,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Clearwater,8649
3932,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Clearwater,8649
3933,Living Wage,$15.48 ,$32.48 ,$41.85 ,$56.83 ,$25.74 ,$30.05 ,$35.88 ,$39.01 ,$12.87 ,$18.01 ,$24.23 ,$28.84 ,Minnesota,Cook,5708
3934,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Cook,5708
3935,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Cook,5708
3936,Living Wage,$15.48 ,$30.83 ,$38.55 ,$50.91 ,$25.23 ,$30.05 ,$35.88 ,$38.12 ,$12.62 ,$17.19 ,$22.56 ,$25.88 ,Minnesota,Cottonwood,11356
3937,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Cottonwood,11356
3938,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Cottonwood,11356
3939,Living Wage,$15.79 ,$31.28 ,$39.01 ,$51.87 ,$25.41 ,$30.51 ,$36.34 ,$39.06 ,$12.70 ,$17.41 ,$22.79 ,$26.36 ,Minnesota,Crow Wing,67948
3940,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Crow Wing,67948
3941,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Crow Wing,67948
3942,Living Wage,$18.74 ,$37.00 ,$46.99 ,$63.31 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$20.27 ,$26.52 ,$32.08 ,Minnesota,Dakota,443341
3943,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Dakota,443341
3944,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Dakota,443341
3945,Living Wage,$16.97 ,$33.72 ,$42.12 ,$57.25 ,$26.89 ,$32.26 ,$38.09 ,$42.32 ,$13.44 ,$18.63 ,$24.37 ,$29.05 ,Minnesota,Dodge,20981
3946,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Dodge,20981
3947,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Dodge,20981
3948,Living Wage,$15.57 ,$30.95 ,$38.68 ,$51.71 ,$25.20 ,$30.18 ,$36.01 ,$38.91 ,$12.60 ,$17.25 ,$22.62 ,$26.28 ,Minnesota,Douglas,39668
3949,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Douglas,39668
3950,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Douglas,39668
3951,Living Wage,$15.48 ,$30.32 ,$37.53 ,$49.78 ,$25.06 ,$30.05 ,$35.88 ,$38.54 ,$12.53 ,$16.93 ,$22.04 ,$25.32 ,Minnesota,Faribault,13926
3952,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Faribault,13926
3953,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Faribault,13926
3954,Living Wage,$16.03 ,$31.51 ,$39.92 ,$53.81 ,$25.06 ,$30.05 ,$35.88 ,$38.93 ,$12.53 ,$17.53 ,$23.25 ,$27.33 ,Minnesota,Fillmore,21414
3955,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Fillmore,21414
3956,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Fillmore,21414
3957,Living Wage,$15.48 ,$30.83 ,$38.55 ,$50.91 ,$25.06 ,$30.05 ,$35.88 ,$38.12 ,$12.53 ,$17.19 ,$22.56 ,$25.88 ,Minnesota,Freeborn,30718
3958,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Freeborn,30718
3959,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Freeborn,30718
3960,Living Wage,$16.43 ,$31.65 ,$40.06 ,$54.28 ,$25.56 ,$30.19 ,$36.02 ,$39.39 ,$12.78 ,$17.60 ,$23.32 ,$27.57 ,Minnesota,Goodhue,48013
3961,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Goodhue,48013
3962,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Goodhue,48013
3963,Living Wage,$15.48 ,$30.83 ,$38.55 ,$52.01 ,$25.48 ,$30.05 ,$35.88 ,$39.20 ,$12.74 ,$17.19 ,$22.56 ,$26.43 ,Minnesota,Grant,6136
3964,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Grant,6136
3965,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Grant,6136
3966,Living Wage,$18.74 ,$37.00 ,$46.99 ,$63.31 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$20.27 ,$26.52 ,$32.08 ,Minnesota,Hennepin,1260121
3967,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Hennepin,1260121
3968,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Hennepin,1260121
3969,Living Wage,$16.21 ,$31.93 ,$39.65 ,$53.33 ,$25.97 ,$31.16 ,$36.98 ,$40.50 ,$12.99 ,$17.74 ,$23.12 ,$27.09 ,Minnesota,Houston,18800
3970,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Houston,18800
3971,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Houston,18800
3972,Living Wage,$15.58 ,$30.83 ,$38.55 ,$51.47 ,$25.06 ,$30.05 ,$35.88 ,$38.66 ,$12.53 ,$17.19 ,$22.56 ,$26.16 ,Minnesota,Hubbard,21960
3973,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Hubbard,21960
3974,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Hubbard,21960
3975,Living Wage,$18.74 ,$36.03 ,$45.03 ,$60.37 ,$28.97 ,$34.57 ,$40.40 ,$46.01 ,$14.49 ,$19.79 ,$25.54 ,$30.61 ,Minnesota,Isanti,42727
3976,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Isanti,42727
3977,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Isanti,42727
3978,Living Wage,$16.40 ,$32.00 ,$40.40 ,$53.60 ,$25.43 ,$30.54 ,$36.37 ,$38.72 ,$12.71 ,$17.77 ,$23.50 ,$27.23 ,Minnesota,Itasca,45205
3979,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Itasca,45205
3980,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Itasca,45205
3981,Living Wage,$15.48 ,$30.32 ,$37.53 ,$49.36 ,$25.12 ,$30.05 ,$35.88 ,$38.12 ,$12.56 ,$16.93 ,$22.04 ,$25.10 ,Minnesota,Jackson,9893
3982,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Jackson,9893
3983,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Jackson,9893
3984,Living Wage,$16.21 ,$31.51 ,$39.23 ,$52.47 ,$25.59 ,$30.73 ,$36.56 ,$39.65 ,$12.79 ,$17.53 ,$22.90 ,$26.66 ,Minnesota,Kanabec,16463
3985,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Kanabec,16463
3986,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Kanabec,16463
3987,Living Wage,$16.14 ,$30.91 ,$38.63 ,$52.13 ,$25.37 ,$30.13 ,$35.96 ,$39.32 ,$12.69 ,$17.23 ,$22.60 ,$26.49 ,Minnesota,Kandiyohi,43839
3988,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Kandiyohi,43839
3989,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Kandiyohi,43839
3990,Living Wage,$15.48 ,$30.32 ,$37.53 ,$49.40 ,$25.07 ,$30.05 ,$35.88 ,$38.16 ,$12.53 ,$16.93 ,$22.04 ,$25.12 ,Minnesota,Kittson,4059
3991,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Kittson,4059
3992,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Kittson,4059
3993,Living Wage,$15.48 ,$30.32 ,$37.53 ,$49.65 ,$25.06 ,$30.05 ,$35.88 ,$38.41 ,$12.53 ,$16.93 ,$22.04 ,$25.25 ,Minnesota,Koochiching,11844
3994,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Koochiching,11844
3995,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Koochiching,11844
3996,Living Wage,$15.48 ,$30.83 ,$38.55 ,$51.14 ,$25.06 ,$30.05 ,$35.88 ,$38.34 ,$12.53 ,$17.19 ,$22.56 ,$25.99 ,Minnesota,Lac qui Parle,6689
3997,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Lac qui Parle,6689
3998,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Lac qui Parle,6689
3999,Living Wage,$15.58 ,$30.47 ,$37.68 ,$49.55 ,$25.17 ,$30.20 ,$36.03 ,$38.31 ,$12.58 ,$17.01 ,$22.12 ,$25.20 ,Minnesota,Lake of the Woods,3871
4000,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Lake of the Woods,3871
4001,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Lake of the Woods,3871
4002,Living Wage,$15.48 ,$30.83 ,$38.55 ,$51.54 ,$25.34 ,$30.05 ,$35.88 ,$38.74 ,$12.67 ,$17.19 ,$22.56 ,$26.20 ,Minnesota,Lake,10939
4003,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Lake,10939
4004,Minimum Wage,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,$10.33 ,Minnesota,Lake,10939
4005,Living Wage,$17.14 ,$33.09 ,$41.50 ,$56.07 ,$26.26 ,$31.64 ,$37.46 ,$41.16 ,$13.13 ,$18.32 ,$24.05 ,$28.46 ,Minnesota,Le Sueur,29153
4006,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Minnesota,Le Sueur,29153
